,zipcode,median_household_income,population,median_home_value,major_city,lat,long
9646,30106,45850.0,20300.0,125300.0,Austell,33.839010, -84.628247
9647,30107,63362.0,12908.0,186900.0,Ball Ground,34.336291, -84.345793
9648,30108,37335.0,7256.0,99800.0,Bowdon,33.531700, -85.262996
9649,30110,44078.0,13349.0,116500.0,Bremen,33.744459, -85.135938
9650,30113,37789.0,6218.0,104300.0,Buchanan,33.850746, -85.205308
9651,30114,59879.0,49774.0,219900.0,Canton,34.247838, -84.524468
9652,30115,73032.0,35672.0,219100.0,Canton,34.204092, -84.400462
9653,30116,50983.0,23156.0,121800.0,Carrollton,33.540590, -85.003082
9654,30117,36075.0,34296.0,122500.0,Carrollton,33.581851, -85.132439
9655,30118,,2373.0,,Carrollton,33.572388, -85.103620
9656,30120,44141.0,38085.0,139000.0,Cartersville,34.167879, -84.852014
9657,30121,46344.0,22078.0,126400.0,Cartersville,34.209221, -84.778006
9658,30122,42308.0,21561.0,114400.0,Lithia Springs,33.766909, -84.641356
9659,30124,45167.0,2978.0,132000.0,Cave Spring,34.133691, -85.345801
9660,30125,38377.0,24352.0,115000.0,Cedartown,34.000316, -85.276531
9661,30126,67955.0,37088.0,177900.0,Mableton,33.815025, -84.553831
9662,30127,71164.0,60347.0,161800.0,Powder Springs,33.874556, -84.694713
9663,30132,64878.0,34215.0,156800.0,Dallas,33.988832, -84.858967
9664,30134,49386.0,43356.0,117200.0,Douglasville,33.777518, -84.781392
9665,30135,60035.0,61912.0,149400.0,Douglasville,33.670520, -84.734280
9666,30137,61667.0,1650.0,116900.0,Emerson,34.126177, -84.761354
9667,30139,39286.0,3845.0,110700.0,Fairmount,34.432341, -84.705495
9668,30141,56990.0,22457.0,131600.0,Hiram,33.860430, -84.769883
9669,30143,53792.0,21145.0,191300.0,Jasper,34.459958, -84.431752
9670,30144,59758.0,52252.0,168900.0,Kennesaw,34.036864, -84.591009
9671,30145,59931.0,8378.0,132100.0,Kingston,34.245660, -84.985878
9672,30147,35408.0,4365.0,94100.0,Lindale,34.150627, -85.208239
9673,30148,40227.0,453.0,84200.0,Marble Hill,34.458792, -84.258613
9674,30149,,1569.0,,Mount Berry,34.309754, -85.226015
9675,30152,74559.0,40393.0,209900.0,Kennesaw,33.989250, -84.645920
9676,30153,44072.0,18411.0,96900.0,Rockmart,33.959882, -85.054452
9677,30157,59301.0,45123.0,125100.0,Dallas,33.884708, -84.871928
9678,30161,39356.0,35058.0,116500.0,Rome,34.242301, -85.171371
9679,30164,,16.0,,Rome,33.396015, -83.834275
9680,30165,40105.0,39975.0,112300.0,Rome,34.302923, -85.269103
9681,30168,36172.0,24241.0,101800.0,Austell,33.783542, -84.588106
9682,30170,57759.0,2994.0,100300.0,Roopville,33.429229, -85.169473
9683,30171,59859.0,3491.0,139900.0,Rydal,34.343395, -84.726262
9684,30173,47014.0,6221.0,125900.0,Silver Creek,34.133121, -85.153505
9685,30175,43474.0,6074.0,128300.0,Talking Rock,34.534915, -84.526711
9686,30176,37688.0,7050.0,94800.0,Tallapoosa,33.766844, -85.301029
9687,30177,33866.0,1049.0,104200.0,Tate,34.411307, -84.377876
9688,30178,67444.0,3468.0,164300.0,Taylorsville,34.095453, -84.971074
9689,30179,47961.0,16807.0,104600.0,Temple,33.779335, -85.013502
9690,30180,60428.0,34274.0,134200.0,Villa Rica,33.717103, -84.918032
9691,30182,38750.0,2666.0,95600.0,Waco,33.655819, -85.248832
9692,30183,59091.0,5282.0,194800.0,Waleska,34.338804, -84.602425
9693,30184,57234.0,6847.0,154700.0,White,34.252072, -84.741005
9694,30185,50986.0,3892.0,114800.0,Whitesburg,33.519802, -84.918098
9695,30187,64328.0,8740.0,168400.0,Winston,33.662549, -84.847233
9696,30188,69186.0,52380.0,171200.0,Woodstock,34.123528, -84.457649
9697,30189,76464.0,36859.0,195000.0,Woodstock,34.124224, -84.570679
9698,30204,37286.0,13493.0,112600.0,Barnesville,33.056050, -84.121042
9699,30205,76016.0,3061.0,234000.0,Brooks,33.267427, -84.475138
9700,30206,55684.0,2958.0,129500.0,Concord,33.096058, -84.458228
9701,30213,53956.0,29384.0,148200.0,Fairburn,33.589298, -84.636766
9702,30214,64712.0,28913.0,183500.0,Fayetteville,33.490464, -84.485997
9703,30215,87289.0,33665.0,227600.0,Fayetteville,33.391613, -84.456432
9704,30216,53355.0,2159.0,118200.0,Flovilla,33.228851, -83.884863
9705,30217,38852.0,9433.0,100100.0,Franklin,33.281895, -85.133844
9706,30218,50189.0,1974.0,88900.0,Gay,33.129318, -84.587178
9707,30220,48958.0,5533.0,111700.0,Grantville,33.225499, -84.823547
9708,30222,33500.0,4042.0,94600.0,Greenville,33.044355, -84.743495
9709,30223,36401.0,36769.0,105800.0,Griffin,33.288801, -84.279923
9710,30224,46894.0,25197.0,128000.0,Griffin,33.204493, -84.239727
9711,30228,54757.0,38569.0,135000.0,Hampton,33.404147, -84.307350
9712,30230,37056.0,9103.0,98100.0,Hogansville,33.164490, -84.920565
9713,30233,49188.0,23218.0,126300.0,Jackson,33.292157, -83.969544
9714,30234,59833.0,1934.0,86000.0,Jenkinsburg,33.323884, -84.030964
9715,30236,40107.0,46434.0,122800.0,Jonesboro,33.524478, -84.325439
9716,30238,43569.0,34713.0,92100.0,Jonesboro,33.493294, -84.379160
9717,30240,47700.0,30014.0,137900.0,Lagrange,33.036764, -85.120092
9718,30241,40653.0,23176.0,110400.0,Lagrange,33.022315, -84.949516
9719,30248,68759.0,23249.0,137700.0,Locust Grove,33.351576, -84.105959
9720,30250,,679.0,,Lovejoy,33.436535, -84.314213
9721,30251,39141.0,2342.0,90000.0,Luthersville,33.198174, -84.698112
9722,30252,71962.0,41428.0,167600.0,Mcdonough,33.473512, -84.057165
9723,30253,57913.0,49380.0,147600.0,Mcdonough,33.448926, -84.183570
9724,30256,48795.0,2826.0,97500.0,Meansville,33.007484, -84.309900
9725,30257,51750.0,4138.0,148100.0,Milner,33.143414, -84.186220
9726,30258,48375.0,2622.0,145600.0,Molena,32.972488, -84.449100
9727,30259,49722.0,3041.0,164100.0,Moreland,33.266198, -84.737458
9728,30260,42204.0,23244.0,89600.0,Morrow,33.584687, -84.327348
9729,30263,47331.0,53008.0,157700.0,Newnan,33.388415, -84.858937
9730,30265,73826.0,31713.0,192700.0,Newnan,33.418625, -84.713134
9731,30268,47421.0,9090.0,128400.0,Palmetto,33.546430, -84.722632
9732,30269,87159.0,35069.0,274400.0,Peachtree City,33.391904, -84.570611
9733,30273,42620.0,14709.0,105400.0,Rex,33.583798, -84.271027
9734,30274,37920.0,31893.0,86000.0,Riverdale,33.554561, -84.399687
9735,30275,,19.0,,Sargent,33.437124, -84.874183
9736,30276,64867.0,13866.0,172400.0,Senoia,33.263670, -84.570824
9737,30277,75578.0,20270.0,211200.0,Sharpsburg,33.375308, -84.649196
9738,30281,53818.0,66140.0,132000.0,Stockbridge,33.567898, -84.193388
9739,30284,74167.0,55.0,225000.0,Sunny Side,33.342874, -84.288959
9740,30285,47353.0,707.0,120100.0,The Rock,32.987673, -84.258191
9741,30286,34446.0,23490.0,85600.0,Thomaston,32.879167, -84.330566
9742,30288,49693.0,8929.0,103300.0,Conley,33.652831, -84.327109
9743,30289,55313.0,82.0,187500.0,Turin,33.322887, -84.633870
9744,30290,86627.0,8286.0,236000.0,Tyrone,33.476407, -84.589709
9745,30291,36355.0,21010.0,103400.0,Union City,33.575891, -84.543792
9746,30292,60701.0,5943.0,157600.0,Williamson,33.168489, -84.393225
9747,30293,37404.0,2981.0,68300.0,Woodbury,32.976649, -84.611505
9748,30294,56577.0,39865.0,128100.0,Ellenwood,33.639853, -84.267150
9749,30295,40639.0,4159.0,130200.0,Zebulon,33.090279, -84.310405
9750,30296,50810.0,25840.0,103200.0,Riverdale,33.563185, -84.441151
9751,30297,30598.0,27188.0,69700.0,Forest Park,33.615841, -84.373002
9752,30303,19000.0,5934.0,200700.0,Atlanta,33.753259, -84.389953
9753,30305,85993.0,22999.0,469000.0,Atlanta,33.835696, -84.389116
9754,30306,82566.0,22246.0,488100.0,Atlanta,33.789323, -84.351498
9755,30307,76591.0,18004.0,396100.0,Atlanta,33.771079, -84.333600
9756,30308,51584.0,15413.0,252300.0,Atlanta,33.771126, -84.378108
9757,30309,71854.0,21845.0,288800.0,Atlanta,33.799884, -84.385805
9758,30310,22861.0,26912.0,89300.0,Atlanta,33.726586, -84.425995
9759,30311,27651.0,32218.0,121200.0,Atlanta,33.723262, -84.475994
9760,30312,39105.0,19360.0,189400.0,Atlanta,33.744725, -84.375231
9761,30313,39670.0,9495.0,177500.0,Atlanta,33.764539, -84.397339
9762,30314,23649.0,22020.0,88700.0,Atlanta,33.757576, -84.432245
9763,30315,20951.0,33857.0,111000.0,Atlanta,33.702829, -84.382515
9764,30316,44129.0,31110.0,169900.0,Atlanta,33.711546, -84.331796
9765,30317,50548.0,11970.0,227500.0,Atlanta,33.747999, -84.315586
9766,30318,39421.0,49736.0,174800.0,Atlanta,33.792303, -84.447862
9767,30319,87759.0,38423.0,401000.0,Atlanta,33.875954, -84.334763
9768,30322,,2023.0,,Atlanta,33.793597, -84.326127
9769,30324,63810.0,24267.0,313300.0,Atlanta,33.818405, -84.358175
9770,30326,81794.0,4802.0,287000.0,Atlanta,33.849518, -84.363971
9771,30327,139543.0,22208.0,749000.0,Atlanta,33.869694, -84.417300
9772,30328,73434.0,30348.0,351000.0,Atlanta,33.932538, -84.385947
9773,30329,43933.0,28539.0,283500.0,Atlanta,33.827479, -84.323017
9774,30331,41777.0,54094.0,154100.0,Atlanta,33.707455, -84.544149
9775,30332,,2970.0,,Atlanta,33.778271, -84.404537
9776,30334,,1.0,,Atlanta,33.748855, -84.387243
9777,30336,35484.0,971.0,,Atlanta,33.738366, -84.567535
9778,30337,28388.0,11505.0,174900.0,Atlanta,33.640147, -84.450081
9779,30338,82765.0,33617.0,381600.0,Atlanta,33.946218, -84.318119
9780,30339,63871.0,18304.0,323600.0,Atlanta,33.876320, -84.462090
9781,30340,40955.0,29394.0,194700.0,Atlanta,33.897873, -84.252804
9782,30341,52423.0,31793.0,247300.0,Atlanta,33.888505, -84.289532
9783,30342,68867.0,29879.0,471500.0,Atlanta,33.882179, -84.375289
9784,30344,36830.0,31776.0,104300.0,Atlanta,33.676362, -84.460794
9785,30345,67335.0,23129.0,344000.0,Atlanta,33.851722, -84.283624
9786,30346,63409.0,4696.0,230200.0,Atlanta,33.924230, -84.338876
9787,30349,43498.0,67602.0,126400.0,Atlanta,33.622488, -84.523908
9788,30350,51133.0,34740.0,435000.0,Atlanta,33.980254, -84.330016
9789,30354,28230.0,14857.0,95500.0,Atlanta,33.661498, -84.386895
9790,30360,48336.0,14536.0,248600.0,Atlanta,33.933808, -84.272577
9791,30363,56806.0,2680.0,205400.0,Atlanta,33.791004, -84.398978
9792,30401,31228.0,13500.0,78800.0,Swainsboro,32.599617, -82.352575
9793,30410,35991.0,2168.0,85200.0,Ailey,32.188589, -82.513470
9794,30411,28919.0,4371.0,43400.0,Alamo,32.128124, -82.794380
9795,30412,52500.0,80.0,100000.0,Alston,32.078922, -82.490792
9796,30413,33375.0,1575.0,74100.0,Bartow,32.888980, -82.510648
9797,30415,46636.0,6780.0,121000.0,Brooklet,32.324484, -81.603497
9798,30417,36459.0,11090.0,88500.0,Claxton,32.170468, -81.920992
9799,30420,31094.0,1460.0,64900.0,Cobbtown,32.288422, -82.152736
9800,30421,28902.0,3381.0,56600.0,Collins,32.179599, -82.107566
9801,30423,51250.0,120.0,80600.0,Daisy,32.148806, -81.830641
9802,30425,45347.0,1198.0,81900.0,Garfield,32.682022, -82.094572
9803,30426,32500.0,1100.0,66500.0,Girard,33.035037, -81.628674
9804,30427,46486.0,12864.0,106900.0,Glennville,31.922905, -81.962446
9805,30428,30750.0,2766.0,65400.0,Glenwood,32.224545, -82.715130
9806,30429,23707.0,205.0,26500.0,Hagan,32.165446, -81.936169
9807,30434,26125.0,5728.0,69200.0,Louisville,33.025668, -82.383791
9808,30436,28394.0,11961.0,64800.0,Lyons,32.154894, -82.293036
9809,30438,54063.0,74.0,104200.0,Manassas,32.165611, -82.020521
9810,30439,34625.0,10877.0,86200.0,Metter,32.407098, -82.078788
9811,30441,36410.0,1663.0,70200.0,Midville,32.797050, -82.224945
9812,30442,25047.0,7698.0,62800.0,Millen,32.799793, -81.983529
9813,30445,30125.0,3285.0,67900.0,Mount Vernon,32.163934, -82.588515
9814,30446,41917.0,1357.0,75500.0,Newington,32.563486, -81.463016
9815,30448,49375.0,81.0,63800.0,Nunez,32.488240, -82.363384
9816,30449,34821.0,119.0,65000.0,Oliver,32.515224, -81.561033
9817,30450,31356.0,2583.0,91100.0,Portal,32.562251, -81.923131
9818,30451,50625.0,33.0,58800.0,Pulaski,32.390728, -81.952461
9819,30452,36091.0,1567.0,95000.0,Register,32.325315, -81.888781
9820,30453,30570.0,9703.0,73500.0,Reidsville,32.011133, -82.121758
9821,30454,35313.0,538.0,34400.0,Rockledge,32.436077, -82.730358
9822,30455,26875.0,597.0,77800.0,Rocky Ford,32.690978, -81.802282
9823,30456,43571.0,2119.0,72900.0,Sardis,32.980717, -81.796140
9824,30457,34152.0,6424.0,62700.0,Soperton,32.400272, -82.567512
9825,30458,27908.0,41139.0,139900.0,Statesboro,32.399676, -81.828266
9826,30460,,427.0,,Statesboro,32.418936, -81.781698
9827,30461,53606.0,13390.0,150300.0,Statesboro,32.511828, -81.718844
9828,30464,21667.0,78.0,53500.0,Stillmore,32.437229, -82.224961
9829,30467,35620.0,12600.0,78900.0,Sylvania,32.753793, -81.603534
9830,30470,35100.0,517.0,101100.0,Tarrytown,32.313907, -82.561036
9831,30471,30898.0,4702.0,59200.0,Twin City,32.543263, -82.180910
9832,30473,36651.0,2972.0,72300.0,Uvalda,32.016897, -82.468830
9833,30474,31946.0,16594.0,107400.0,Vidalia,32.238578, -82.417773
9834,30475,,52.0,,Vidalia,32.224698, -82.368594
9835,30477,20992.0,3070.0,49400.0,Wadley,32.861525, -82.401582
9836,30501,31588.0,28048.0,145500.0,Gainesville,34.319072, -83.814393
9837,30504,42034.0,22463.0,141900.0,Gainesville,34.271989, -83.891026
9838,30506,63038.0,41667.0,200200.0,Gainesville,34.346947, -83.895595
9839,30507,44527.0,28399.0,132500.0,Gainesville,34.247502, -83.773850
9840,30510,36926.0,8291.0,108800.0,Alto,34.444855, -83.570701
9841,30511,44504.0,3186.0,156400.0,Baldwin,34.449698, -83.486672
9842,30512,39269.0,19490.0,201500.0,Blairsville,34.859530, -83.960571
9843,30513,29751.0,11172.0,165500.0,Blue Ridge,34.821043, -84.322383
9844,30516,35625.0,2054.0,102600.0,Bowersville,34.380913, -83.030697
9845,30517,67712.0,11963.0,187800.0,Braselton,34.130358, -83.797204
9846,30518,63843.0,45211.0,175200.0,Buford,34.130846, -84.027398
9847,30519,70015.0,39812.0,190000.0,Buford,34.087437, -83.944991
9848,30520,29983.0,4426.0,116900.0,Canon,34.340050, -83.082621
9849,30521,29647.0,4944.0,106400.0,Carnesville,34.362448, -83.292322
9850,30522,41208.0,1092.0,195900.0,Cherry Log,34.795978, -84.340155
9851,30523,43717.0,12904.0,164400.0,Clarkesville,34.716543, -83.552878
9852,30525,32620.0,7364.0,146300.0,Clayton,34.907217, -83.369483
9853,30527,65948.0,4043.0,184700.0,Clermont,34.480827, -83.781847
9854,30528,36982.0,22679.0,157700.0,Cleveland,34.621918, -83.794620
9855,30529,38632.0,10920.0,126200.0,Commerce,34.217179, -83.482653
9856,30530,43333.0,6752.0,151800.0,Commerce,34.222921, -83.393799
9857,30531,35083.0,11279.0,139900.0,Cornelia,34.512602, -83.592206
9858,30533,41635.0,25296.0,165700.0,Dahlonega,34.563560, -84.020072
9859,30534,53289.0,26685.0,176000.0,Dawsonville,34.431100, -84.144329
9860,30535,41703.0,7042.0,131400.0,Demorest,34.573655, -83.574769
9861,30536,42138.0,8363.0,158800.0,Ellijay,34.652002, -84.359442
9862,30537,46946.0,1249.0,239900.0,Dillard,34.976125, -83.320199
9863,30538,40625.0,2854.0,119600.0,Eastanollee,34.500986, -83.263844
9864,30540,37017.0,17297.0,125000.0,Ellijay,34.728127, -84.543528
9865,30541,41850.0,1603.0,118000.0,Epworth,34.912906, -84.539104
9866,30542,67411.0,31946.0,178200.0,Flowery Branch,34.178052, -83.909174
9867,30543,50146.0,4487.0,120400.0,Gillsville,34.290463, -83.649536
9868,30545,28221.0,936.0,184400.0,Helen,34.762511, -83.762189
9869,30546,36871.0,6496.0,171100.0,Hiawassee,34.898796, -83.696585
9870,30547,39118.0,3268.0,127300.0,Homer,34.361833, -83.455885
9871,30548,77143.0,15870.0,226000.0,Hoschton,34.090470, -83.767003
9872,30549,58061.0,22500.0,165800.0,Jefferson,34.107990, -83.577448
9873,30552,32941.0,1697.0,267900.0,Lakemont,34.770857, -83.443724
9874,30553,38580.0,7232.0,136300.0,Lavonia,34.443769, -83.084137
9875,30554,49455.0,8535.0,131800.0,Lula,34.398083, -83.661982
9876,30555,26893.0,2061.0,155400.0,Mc Caysville,34.971217, -84.436342
9877,30557,40982.0,4975.0,108100.0,Martin,34.479804, -83.184960
9878,30558,43140.0,5456.0,104900.0,Maysville,34.264056, -83.566788
9879,30559,39615.0,4333.0,152100.0,Mineral Bluff,34.957885, -84.274319
9880,30560,36913.0,4599.0,169200.0,Morganton,34.876756, -84.204831
9881,30562,20862.0,1128.0,81100.0,Mountain City,34.921474, -83.381098
9882,30563,46646.0,5373.0,131700.0,Mount Airy,34.567865, -83.454897
9883,30564,64213.0,4463.0,160400.0,Murrayville,34.471046, -83.887074
9884,30565,44589.0,4758.0,124300.0,Nicholson,34.086211, -83.411497
9885,30566,41559.0,7906.0,133700.0,Oakwood,34.236212, -83.895210
9886,30567,50293.0,2981.0,171300.0,Pendergrass,34.180744, -83.676541
9887,30568,52778.0,1877.0,173300.0,Rabun Gap,34.959487, -83.432795
9888,30571,55000.0,3682.0,222500.0,Sautee Nacoochee,34.707523, -83.694014
9889,30572,28013.0,1260.0,158800.0,Suches,34.735794, -84.072487
9890,30573,122727.0,163.0,339500.0,Tallulah Falls,34.749867, -83.416673
9891,30575,46797.0,1375.0,256000.0,Talmo,34.207642, -83.713476
9892,30576,30132.0,2521.0,154800.0,Tiger,34.834627, -83.452192
9893,30577,37109.0,22230.0,107400.0,Toccoa,34.552419, -83.325929
9894,30581,,73.0,,Wiley,34.795248, -83.423725
9895,30582,42511.0,4567.0,156900.0,Young Harris,34.958918, -83.900404
9896,30601,20884.0,20835.0,112300.0,Athens,33.999151, -83.346993
9897,30602,,2409.0,,Athens,33.944542, -83.372937
9898,30605,31319.0,39952.0,159700.0,Athens,33.905911, -83.323577
9899,30606,39623.0,40225.0,185400.0,Athens,33.937551, -83.424964
9900,30607,44225.0,10895.0,144900.0,Athens,34.017305, -83.447551
9901,30609,,1956.0,,Athens,33.949464, -83.382007
9902,30619,56000.0,1440.0,159700.0,Arnoldsville,33.855811, -83.244694
9903,30620,62500.0,12486.0,132900.0,Bethlehem,33.929472, -83.758422
9904,30621,72679.0,5109.0,253700.0,Bishop,33.791462, -83.492132
9905,30622,58571.0,10344.0,189700.0,Bogart,33.924456, -83.517926
9906,30623,34028.0,154.0,122100.0,Bostwick,33.726758, -83.541819
9907,30624,37802.0,2611.0,82200.0,Bowman,34.186246, -83.044149
9908,30625,48831.0,2438.0,195600.0,Buckhead,33.520284, -83.333530
9909,30627,34583.0,2273.0,113100.0,Carlton,33.972176, -82.963748
9910,30628,43868.0,6556.0,130800.0,Colbert,34.028875, -83.213297
9911,30629,37280.0,4531.0,116400.0,Comer,34.076932, -83.110117
9912,30630,45703.0,2438.0,176800.0,Crawford,33.913366, -83.147279
9913,30631,25523.0,1767.0,59900.0,Crawfordville,33.559319, -82.875272
9914,30633,41074.0,8474.0,127600.0,Danielsville,34.180903, -83.249172
9915,30634,43108.0,2281.0,67100.0,Dewy Rose,34.195694, -82.945483
9916,30635,34933.0,16109.0,85900.0,Elberton,34.105769, -82.793148
9917,30641,82206.0,1810.0,169600.0,Good Hope,33.778357, -83.574025
9918,30642,45647.0,11001.0,213900.0,Greensboro,33.554175, -83.194404
9919,30643,35433.0,16382.0,116600.0,Hartwell,34.363471, -82.908806
9920,30646,42641.0,6946.0,143200.0,Hull,34.085104, -83.299382
9921,30648,48571.0,2988.0,113900.0,Lexington,33.879979, -83.052055
9922,30650,48392.0,11708.0,170000.0,Madison,33.583689, -83.473544
9923,30655,41929.0,24136.0,136300.0,Monroe,33.781688, -83.696095
9924,30656,53828.0,15133.0,156500.0,Monroe,33.862137, -83.716175
9925,30660,40781.0,1191.0,83700.0,Rayle,33.789216, -82.951866
9926,30662,31680.0,8537.0,111200.0,Royston,34.267311, -83.154100
9927,30663,42595.0,3032.0,179000.0,Rutledge,33.615822, -83.600873
9928,30664,23750.0,38.0,36900.0,Sharon,33.556259, -82.798319
9929,30665,30417.0,80.0,67500.0,Siloam,33.542620, -83.062914
9930,30666,53627.0,8659.0,140000.0,Statham,33.962081, -83.584612
9931,30667,39315.0,1035.0,101400.0,Stephens,33.776347, -83.145330
9932,30668,26376.0,1924.0,73400.0,Tignall,33.895747, -82.697208
9933,30669,30938.0,3313.0,78900.0,Union Point,33.672149, -83.120938
9934,30673,29414.0,7897.0,102200.0,Washington,33.710915, -82.713973
9935,30677,68969.0,17065.0,219300.0,Watkinsville,33.783202, -83.373342
9936,30678,35536.0,1294.0,107700.0,White Plains,33.453336, -83.065445
9937,30680,53266.0,37837.0,130400.0,Winder,33.996105, -83.700168
9938,30683,48077.0,6749.0,128500.0,Winterville,33.946987, -83.256270
9939,30701,41923.0,40053.0,122000.0,Calhoun,34.492384, -84.958336
9940,30705,35548.0,33566.0,97300.0,Chatsworth,34.744142, -84.731404
9941,30707,39763.0,16483.0,115700.0,Chickamauga,34.771941, -85.359193
9942,30708,80119.0,293.0,85300.0,Cisco,34.961786, -84.664588
9943,30710,42331.0,6661.0,133500.0,Cohutta,34.953194, -84.911171
9944,30711,32834.0,3569.0,80500.0,Crandall,34.921047, -84.711807
9945,30720,42902.0,26895.0,149300.0,Dalton,34.733644, -85.000824
9946,30721,35507.0,53601.0,107600.0,Dalton,34.788636, -84.916082
9947,30725,50576.0,4647.0,142700.0,Flintstone,34.924777, -85.352675
9948,30726,,56.0,,Graysville,34.976243, -85.139577
9949,30728,38023.0,19612.0,90100.0,La Fayette,34.684875, -85.225790
9950,30730,36058.0,1993.0,67200.0,Lyerly,34.348052, -85.417499
9951,30731,36439.0,2428.0,99200.0,Menlo,34.587768, -85.477364
9952,30733,39500.0,2080.0,106700.0,Plainville,34.414593, -85.050554
9953,30734,34263.0,3466.0,90800.0,Ranger,34.532804, -84.714916
9954,30735,41183.0,6153.0,94100.0,Resaca,34.602883, -84.882661
9955,30736,54967.0,41029.0,146300.0,Ringgold,34.902663, -85.133970
9956,30738,51411.0,3799.0,151800.0,Rising Fawn,34.796552, -85.480936
9957,30739,62601.0,5571.0,142800.0,Rock Spring,34.805931, -85.215984
9958,30740,58553.0,8600.0,146000.0,Rocky Face,34.757276, -85.072036
9959,30741,34728.0,29290.0,89800.0,Rossville,34.952685, -85.281297
9960,30742,35764.0,7460.0,111400.0,Fort Oglethorpe,34.950584, -85.243239
9961,30746,49097.0,1223.0,107700.0,Sugar Valley,34.577083, -85.027273
9962,30747,34497.0,16859.0,82300.0,Summerville,34.502597, -85.302791
9963,30750,69797.0,4125.0,275000.0,Lookout Mountain,34.941414, -85.388227
9964,30751,48942.0,91.0,46900.0,Tennga,34.984504, -84.732690
9965,30752,42385.0,9800.0,101700.0,Trenton,34.914982, -85.537961
9966,30753,32409.0,6697.0,67100.0,Trion,34.582280, -85.285800
9967,30755,40218.0,9590.0,103700.0,Tunnel Hill,34.868030, -85.042750
9968,30756,53889.0,74.0,107100.0,Varnell,34.897650, -84.977052
9969,30757,31377.0,1787.0,89700.0,Wildwood,34.935801, -85.441516
9970,30802,67049.0,6321.0,166600.0,Appling,33.601364, -82.299939
9971,30803,24441.0,741.0,56900.0,Avera,33.133196, -82.549061
9972,30805,38547.0,2734.0,85800.0,Blythe,33.279569, -82.191791
9973,30807,38333.0,92.0,22500.0,Camak,33.457408, -82.648621
9974,30808,43435.0,4615.0,98100.0,Dearing,33.384114, -82.391923
9975,30809,86628.0,38168.0,226400.0,Evans,33.556030, -82.170395
9976,30810,34279.0,2138.0,81400.0,Gibson,33.235661, -82.589853
9977,30812,,363.0,,Gracewood,33.367233, -82.028573
9978,30813,58601.0,30415.0,156000.0,Grovetown,33.471668, -82.220051
9979,30814,41747.0,8150.0,117400.0,Harlem,33.440353, -82.299698
9980,30815,49979.0,39640.0,100700.0,Hephzibah,33.287235, -82.088937
9981,30816,43025.0,2109.0,85600.0,Keysville,33.156206, -82.166263
9982,30817,35830.0,7676.0,105200.0,Lincolnton,33.778388, -82.430194
9983,30818,40810.0,555.0,62700.0,Matthews,33.276427, -82.338966
9984,30820,48750.0,1205.0,43200.0,Mitchell,33.217572, -82.709869
9985,30821,22786.0,882.0,47900.0,Norwood,33.492107, -82.737994
9986,30822,35781.0,526.0,55000.0,Perkins,32.926337, -81.852686
9987,30823,43194.0,1800.0,92200.0,Stapleton,33.226005, -82.453380
9988,30824,34567.0,17201.0,109800.0,Thomson,33.512953, -82.514855
9989,30828,28125.0,4368.0,70800.0,Warrenton,33.368038, -82.656312
9990,30830,29097.0,13966.0,86300.0,Waynesboro,33.079811, -81.975337
9991,30833,33257.0,4043.0,71300.0,Wrens,33.191250, -82.353132
9992,30901,16631.0,16445.0,62800.0,Augusta,33.437213, -81.956156
9993,30903,77176.0,585.0,169500.0,Augusta,33.490148, -82.162688
9994,30904,30691.0,25666.0,105000.0,Augusta,33.478289, -82.014102
9995,30905,47872.0,8955.0,,Augusta,33.415160, -82.142573
9996,30906,34265.0,57748.0,82100.0,Augusta,33.346732, -81.967703
9997,30907,62758.0,50913.0,145200.0,Augusta,33.523809, -82.085688
9998,30909,41666.0,41585.0,150700.0,Augusta,33.470481, -82.083045
9999,30912,,296.0,,Augusta,33.470510, -81.988094
10000,31001,31722.0,4816.0,67400.0,Abbeville,31.976256, -83.339665
10001,31002,42439.0,2910.0,72500.0,Adrian,32.554049, -82.595322
10002,31003,71875.0,112.0,58200.0,Allentown,32.606281, -83.212516
10003,31005,72254.0,15102.0,151900.0,Bonaire,32.544201, -83.597459
10004,31006,28598.0,4923.0,48300.0,Butler,32.580721, -84.250733
10005,31007,29417.0,1117.0,47800.0,Byromville,32.188514, -83.927321
10006,31008,54878.0,18453.0,125100.0,Byron,32.665346, -83.785924
10007,31009,29219.0,1477.0,70900.0,Cadwell,32.281608, -83.019789
10008,31011,40143.0,923.0,93200.0,Chauncey,32.129553, -83.074859
10009,31012,45750.0,2683.0,60600.0,Chester,32.394344, -83.173715
10010,31014,35958.0,13756.0,75800.0,Cochran,32.415886, -83.349077
10011,31015,34879.0,21938.0,94800.0,Cordele,31.935000, -83.774945
10012,31016,35556.0,1517.0,68800.0,Culloden,32.842251, -84.115961
10013,31017,38456.0,1985.0,71300.0,Danville,32.621094, -83.232220
10014,31018,46136.0,2837.0,60600.0,Davisboro,32.977092, -82.627586
10015,31019,37330.0,2318.0,85800.0,Dexter,32.424244, -83.051342
10016,31020,27586.0,2541.0,53900.0,Dry Branch,32.690507, -83.498578
10017,31021,36654.0,28549.0,96600.0,Dublin,32.493427, -82.943054
10018,31022,49800.0,1424.0,101100.0,Dudley,32.511540, -83.116631
10019,31023,35568.0,15383.0,73200.0,Eastman,32.183213, -83.199454
10020,31024,44379.0,20039.0,135800.0,Eatonton,33.320918, -83.375490
10021,31025,82143.0,1226.0,135800.0,Elko,32.335837, -83.741003
